ID,Skill,Genre,Experience,Difficulty Rating
3864,Beginner,FPS,2.5 years,Easy
3865,Intermediate,Racing,5 years,Challenging
3866,Intermediate,Platformer,2.5 years,Moderate
3867,Beginner,RPG,1.5 years,Moderate
3868,Intermediate,Sports,6 months,Difficult
3869,Intermediate,RPG,1 year,Difficult
3870,Advanced,Racing,5 years,Moderate
3871,Beginner,Sports,6 months,Difficult
3872,Advanced,FPS,4 years,Challenging
3873,Advanced,FPS,1.5 years,Challenging
3874,Intermediate,Sports,4 years,Challenging
3875,Intermediate,Strategy,5 years,Challenging
3876,Advanced,Racing,3 years,Moderate
3877,Intermediate,Sports,4 years,Difficult
3878,Advanced,Puzzle,2.5 years,Difficult
3879,Beginner,Puzzle,1.5 years,Challenging
3880,Intermediate,RPG,2.5 years,Difficult
3881,Beginner,Sports,3 years,Difficult
3882,Advanced,Puzzle,6 months,Challenging
3883,Beginner,Platformer,4 years,Challenging
3884,Advanced,Simulation,1 year,Easy
3885,Intermediate,Platformer,4 years,Difficult
3886,Advanced,RPG,4 years,Moderate
3887,Beginner,FPS,2 years,Challenging
3888,Advanced,FPS,4 years,Difficult
3889,Advanced,Puzzle,1.5 years,Moderate
3890,Beginner,RPG,3 years,Moderate
3891,Advanced,Strategy,2 years,Challenging
3892,Advanced,Simulation,3 years,Moderate
3893,Beginner,Adventure,1.5 years,Challenging
3894,Advanced,Sports,4 years,Easy
3895,Advanced,Adventure,1 year,Moderate
3896,Beginner,Puzzle,1 year,Easy
3897,Beginner,Sports,2.5 years,Easy
3898,Beginner,Puzzle,2.5 years,Challenging
3899,Intermediate,Adventure,2 years,Moderate
3900,Advanced,Platformer,5 years,Easy
3901,Intermediate,FPS,2 years,Challenging
3902,Intermediate,Simulation,5 years,Challenging
3903,Intermediate,Simulation,1.5 years,Difficult
3904,Beginner,Platformer,2 years,Challenging
3905,Beginner,RPG,6 months,Easy
3906,Beginner,RPG,1 year,Challenging
3907,Beginner,RPG,3 years,Challenging
3908,Beginner,RPG,3 years,Challenging
3909,Intermediate,Puzzle,1.5 years,Easy
3910,Advanced,Puzzle,5 years,Challenging
3911,Beginner,Platformer,1.5 years,Difficult
3912,Intermediate,RPG,3 years,Easy
3913,Intermediate,Platformer,2 years,Moderate
3914,Beginner,Simulation,2.5 years,Difficult
3915,Intermediate,FPS,1.5 years,Difficult
3916,Advanced,RPG,5 years,Challenging
3917,Beginner,Simulation,2 years,Challenging
3918,Beginner,RPG,6 months,Moderate
3919,Advanced,Strategy,1.5 years,Easy
3920,Advanced,RPG,5 years,Challenging
3921,Intermediate,Adventure,4 years,Moderate
3922,Advanced,Adventure,1 year,Difficult
3923,Beginner,Puzzle,2.5 years,Moderate
3924,Intermediate,Puzzle,1.5 years,Easy
3925,Advanced,Adventure,1.5 years,Moderate
3926,Advanced,RPG,4 years,Difficult
3927,Intermediate,Strategy,2.5 years,Easy
3928,Beginner,Sports,3 years,Difficult
3929,Intermediate,Puzzle,2 years,Difficult
3930,Advanced,Platformer,4 years,Difficult
3931,Beginner,FPS,1.5 years,Moderate
3932,Advanced,Strategy,3 years,Challenging
3933,Advanced,Adventure,2.5 years,Challenging
3934,Beginner,Puzzle,5 years,Challenging
3935,Advanced,RPG,2.5 years,Difficult
3936,Beginner,Simulation,2.5 years,Moderate
3937,Beginner,Strategy,1 year,Easy
3938,Intermediate,Sports,4 years,Challenging
3939,Beginner,Simulation,5 years,Difficult
3940,Advanced,Platformer,1 year,Easy
3941,Intermediate,Simulation,4 years,Moderate
3942,Advanced,FPS,5 years,Difficult
3943,Advanced,Racing,3 years,Easy
3944,Advanced,Sports,3 years,Moderate
3945,Advanced,FPS,2 years,Moderate
3946,Beginner,FPS,5 years,Moderate
3947,Advanced,Puzzle,1 year,Easy
3948,Beginner,Simulation,6 months,Easy
3949,Beginner,Platformer,1.5 years,Moderate
3950,Beginner,Platformer,4 years,Challenging
3951,Beginner,RPG,2 years,Challenging
3952,Intermediate,Simulation,5 years,Challenging
3953,Advanced,RPG,1 year,Difficult
3954,Intermediate,Simulation,2.5 years,Easy
3955,Intermediate,Sports,2.5 years,Easy
3956,Beginner,Racing,2 years,Challenging
3957,Advanced,Sports,1 year,Difficult
3958,Intermediate,FPS,3 years,Challenging
3959,Beginner,Sports,1 year,Easy
3960,Beginner,FPS,2.5 years,Easy
3961,Advanced,Strategy,3 years,Moderate
3962,Advanced,Adventure,4 years,Easy
3963,Advanced,Racing,4 years,Easy
3964,Intermediate,Strategy,1 year,Difficult
3965,Beginner,Puzzle,2 years,Challenging
3966,Intermediate,Sports,6 months,Easy
3967,Beginner,Puzzle,2.5 years,Challenging
3968,Beginner,Strategy,6 months,Challenging
3969,Advanced,Platformer,1 year,Challenging
3970,Advanced,Platformer,6 months,Moderate
3971,Beginner,RPG,3 years,Easy
3972,Intermediate,RPG,5 years,Moderate
3973,Advanced,RPG,4 years,Difficult
3974,Beginner,Platformer,4 years,Challenging
3975,Intermediate,Racing,2 years,Difficult
3976,Intermediate,RPG,1.5 years,Moderate
3977,Advanced,Platformer,1.5 years,Difficult
3978,Intermediate,Racing,6 months,Moderate
3979,Advanced,RPG,4 years,Difficult
3980,Beginner,Adventure,4 years,Easy
3981,Beginner,Sports,1 year,Challenging
3982,Advanced,FPS,4 years,Difficult
3983,Advanced,Platformer,1.5 years,Moderate
3984,Intermediate,FPS,4 years,Moderate
3985,Advanced,Adventure,6 months,Challenging
3986,Beginner,RPG,5 years,Easy
3987,Advanced,Simulation,2.5 years,Challenging
3988,Beginner,RPG,5 years,Moderate
3989,Advanced,Strategy,2.5 years,Moderate
3990,Intermediate,Simulation,5 years,Moderate
3991,Advanced,Strategy,4 years,Moderate
3992,Intermediate,Platformer,5 years,Difficult
3993,Advanced,Sports,2 years,Challenging
3994,Advanced,Adventure,1 year,Easy
3995,Beginner,Puzzle,1.5 years,Easy
3996,Advanced,RPG,2 years,Difficult
3997,Intermediate,Simulation,3 years,Easy
3998,Intermediate,Simulation,5 years,Easy
3999,Intermediate,Puzzle,4 years,Moderate
4000,Advanced,Platformer,3 years,Difficult
4001,Advanced,Sports,2.5 years,Easy
4002,Intermediate,Adventure,2 years,Easy
4003,Advanced,Sports,5 years,Difficult
4004,Advanced,FPS,3 years,Challenging
4005,Beginner,Platformer,1 year,Easy
4006,Advanced,RPG,4 years,Moderate
4007,Intermediate,Puzzle,1 year,Moderate
4008,Intermediate,FPS,5 years,Moderate
4009,Beginner,RPG,1.5 years,Easy
4010,Advanced,FPS,6 months,Easy
4011,Advanced,Puzzle,2.5 years,Difficult
4012,Beginner,Platformer,1 year,Easy
4013,Beginner,Simulation,6 months,Moderate
4014,Advanced,Platformer,1 year,Difficult
4015,Advanced,Platformer,1.5 years,Moderate
4016,Advanced,Puzzle,1.5 years,Challenging
4017,Intermediate,Racing,1.5 years,Moderate
4018,Beginner,Racing,1.5 years,Difficult
4019,Intermediate,Racing,3 years,Difficult
4020,Intermediate,Racing,5 years,Moderate
4021,Advanced,Puzzle,2.5 years,Difficult
4022,Intermediate,RPG,2.5 years,Moderate
4023,Intermediate,Simulation,1.5 years,Difficult
4024,Advanced,Puzzle,5 years,Difficult
4025,Advanced,Puzzle,6 months,Difficult
4026,Advanced,FPS,5 years,Challenging
4027,Beginner,Puzzle,2.5 years,Easy
4028,Intermediate,Adventure,1 year,Challenging
4029,Intermediate,Platformer,6 months,Difficult
4030,Beginner,Sports,1.5 years,Moderate
4031,Beginner,Simulation,1.5 years,Easy
4032,Beginner,RPG,4 years,Moderate
4033,Advanced,Adventure,5 years,Moderate
4034,Beginner,Sports,1.5 years,Moderate
4035,Advanced,Strategy,1.5 years,Difficult
4036,Intermediate,Adventure,6 months,Moderate
4037,Advanced,Adventure,6 months,Difficult
4038,Beginner,FPS,1.5 years,Easy
4039,Advanced,Racing,1 year,Challenging
4040,Advanced,Puzzle,1.5 years,Easy
4041,Advanced,FPS,4 years,Easy
4042,Advanced,FPS,3 years,Difficult
4043,Advanced,Strategy,5 years,Easy
4044,Intermediate,Strategy,6 months,Difficult
4045,Advanced,FPS,2 years,Easy
4046,Advanced,RPG,1.5 years,Moderate
4047,Advanced,Platformer,1.5 years,Difficult
4048,Beginner,Adventure,3 years,Moderate
4049,Advanced,Strategy,4 years,Difficult
4050,Beginner,Simulation,3 years,Challenging
4051,Beginner,RPG,2 years,Challenging
4052,Advanced,Simulation,2 years,Challenging
4053,Beginner,Simulation,4 years,Difficult
4054,Intermediate,RPG,6 months,Moderate
4055,Intermediate,Platformer,1.5 years,Challenging
4056,Advanced,Sports,1.5 years,Moderate
4057,Intermediate,Adventure,6 months,Moderate
4058,Advanced,Strategy,5 years,Moderate
4059,Beginner,Adventure,1.5 years,Challenging
4060,Advanced,Sports,6 months,Easy
4061,Advanced,Strategy,2.5 years,Difficult
4062,Advanced,Platformer,2.5 years,Challenging
4063,Advanced,FPS,1.5 years,Moderate
4064,Intermediate,Sports,3 years,Difficult
4065,Advanced,Platformer,2.5 years,Difficult
4066,Beginner,FPS,2.5 years,Difficult
4067,Intermediate,Adventure,5 years,Challenging
4068,Intermediate,Sports,1.5 years,Difficult
4069,Advanced,Sports,2 years,Easy
4070,Beginner,Strategy,5 years,Easy
4071,Advanced,Sports,4 years,Difficult
4072,Beginner,Puzzle,6 months,Easy
4073,Beginner,Puzzle,2 years,Difficult
4074,Beginner,FPS,2.5 years,Difficult
4075,Beginner,Adventure,6 months,Moderate
4076,Advanced,Strategy,1 year,Moderate
4077,Beginner,Strategy,5 years,Challenging
4078,Intermediate,RPG,4 years,Difficult
4079,Intermediate,Adventure,1.5 years,Challenging
4080,Intermediate,Platformer,4 years,Difficult
4081,Beginner,Puzzle,3 years,Difficult
4082,Advanced,Simulation,3 years,Difficult
4083,Advanced,Sports,2.5 years,Difficult
4084,Beginner,Platformer,4 years,Moderate
4085,Beginner,FPS,5 years,Moderate
4086,Beginner,RPG,5 years,Easy
4087,Advanced,Platformer,2 years,Difficult
4088,Beginner,Racing,6 months,Difficult
4089,Beginner,FPS,4 years,Easy
4090,Intermediate,RPG,2 years,Easy
4091,Advanced,Strategy,5 years,Moderate
4092,Intermediate,Simulation,2.5 years,Moderate
4093,Advanced,Strategy,3 years,Challenging
4094,Intermediate,Adventure,6 months,Easy
4095,Beginner,Sports,6 months,Challenging
4096,Advanced,Puzzle,1 year,Difficult
4097,Intermediate,FPS,2 years,Difficult
4098,Beginner,Puzzle,3 years,Moderate
4099,Advanced,Platformer,2.5 years,Difficult
4100,Beginner,RPG,2 years,Moderate
4101,Advanced,Simulation,3 years,Moderate
4102,Beginner,Platformer,6 months,Easy
4103,Intermediate,RPG,2.5 years,Moderate
4104,Intermediate,RPG,3 years,Easy
4105,Advanced,RPG,1.5 years,Easy
4106,Intermediate,Adventure,6 months,Moderate
4107,Advanced,Sports,3 years,Easy
4108,Beginner,Puzzle,4 years,Easy
4109,Beginner,Adventure,1 year,Challenging
4110,Beginner,Simulation,2.5 years,Easy
4111,Intermediate,Adventure,2 years,Easy
4112,Intermediate,Adventure,6 months,Easy
4113,Advanced,Sports,2 years,Challenging
4114,Intermediate,Puzzle,1.5 years,Difficult
4115,Beginner,Puzzle,1.5 years,Easy
4116,Advanced,Puzzle,2 years,Challenging
4117,Beginner,Adventure,1.5 years,Difficult
4118,Intermediate,RPG,6 months,Challenging
4119,Beginner,Racing,5 years,Easy
4120,Beginner,Simulation,2.5 years,Challenging
4121,Advanced,Strategy,1 year,Moderate
4122,Beginner,Simulation,1 year,Difficult
4123,Intermediate,Platformer,2.5 years,Easy
4124,Beginner,Strategy,3 years,Easy
4125,Advanced,Puzzle,1 year,Challenging
4126,Intermediate,Adventure,1 year,Moderate
4127,Advanced,Simulation,2 years,Difficult
4128,Advanced,Platformer,2.5 years,Easy
4129,Beginner,RPG,2 years,Moderate
4130,Intermediate,Strategy,1.5 years,Moderate
4131,Advanced,Platformer,2 years,Challenging
4132,Beginner,Strategy,5 years,Moderate
4133,Advanced,Simulation,2.5 years,Challenging
4134,Beginner,Strategy,6 months,Difficult
4135,Beginner,RPG,1 year,Difficult
4136,Intermediate,Simulation,2.5 years,Moderate
4137,Advanced,Strategy,1.5 years,Difficult
4138,Beginner,Racing,6 months,Moderate
4139,Advanced,Adventure,5 years,Challenging
4140,Advanced,Platformer,1 year,Easy
4141,Intermediate,Platformer,1.5 years,Moderate
4142,Intermediate,Adventure,4 years,Easy
4143,Intermediate,Simulation,1 year,Easy
4144,Beginner,FPS,1 year,Difficult
4145,Beginner,Simulation,4 years,Moderate
4146,Beginner,Sports,1 year,Challenging
4147,Advanced,Racing,2 years,Moderate
4148,Intermediate,FPS,6 months,Challenging
4149,Advanced,Platformer,2.5 years,Challenging
4150,Intermediate,Puzzle,6 months,Difficult
4151,Intermediate,FPS,1.5 years,Challenging
4152,Beginner,Sports,4 years,Difficult
4153,Advanced,FPS,4 years,Challenging
4154,Beginner,Adventure,1 year,Easy
4155,Advanced,Racing,4 years,Moderate
4156,Beginner,Simulation,2 years,Moderate
4157,Advanced,RPG,2 years,Difficult
4158,Intermediate,Sports,3 years,Moderate
4159,Intermediate,Simulation,1.5 years,Easy
4160,Advanced,RPG,1 year,Easy
4161,Advanced,Puzzle,6 months,Moderate
4162,Intermediate,RPG,1.5 years,Difficult
4163,Intermediate,Racing,1.5 years,Moderate
4164,Beginner,Adventure,6 months,Easy
4165,Advanced,Sports,1 year,Easy
4166,Intermediate,Strategy,1 year,Difficult
4167,Intermediate,Platformer,2.5 years,Moderate
4168,Intermediate,FPS,4 years,Difficult
4169,Intermediate,Sports,5 years,Easy
4170,Advanced,Strategy,1.5 years,Moderate
4171,Advanced,Simulation,4 years,Easy
4172,Intermediate,Strategy,4 years,Moderate
4173,Advanced,Adventure,3 years,Difficult
4174,Beginner,FPS,2.5 years,Moderate
4175,Intermediate,RPG,2.5 years,Easy
4176,Beginner,RPG,5 years,Challenging
4177,Advanced,Strategy,1 year,Easy
4178,Intermediate,Simulation,1.5 years,Difficult
4179,Beginner,Puzzle,4 years,Moderate
4180,Intermediate,Puzzle,4 years,Difficult
4181,Beginner,Platformer,4 years,Difficult
4182,Beginner,Puzzle,2.5 years,Easy
4183,Intermediate,Simulation,6 months,Difficult
4184,Intermediate,Platformer,1 year,Challenging
4185,Advanced,Platformer,6 months,Easy
4186,Beginner,FPS,3 years,Challenging
4187,Advanced,Platformer,2.5 years,Moderate
4188,Advanced,Strategy,1 year,Easy
4189,Beginner,Racing,6 months,Easy
4190,Beginner,Adventure,1 year,Challenging
4191,Beginner,Simulation,3 years,Easy
4192,Advanced,RPG,1.5 years,Moderate
4193,Advanced,Simulation,2 years,Easy
4194,Advanced,Platformer,1.5 years,Moderate
4195,Advanced,Racing,4 years,Easy
4196,Intermediate,Sports,1.5 years,Moderate
4197,Intermediate,Sports,2.5 years,Easy
4198,Intermediate,Puzzle,3 years,Difficult
4199,Intermediate,Strategy,1 year,Easy
4200,Beginner,Strategy,1 year,Challenging
4201,Beginner,Platformer,2 years,Easy
4202,Intermediate,Simulation,5 years,Difficult
4203,Intermediate,Racing,2.5 years,Challenging
4204,Advanced,Simulation,6 months,Moderate
4205,Beginner,Sports,1.5 years,Easy
4206,Intermediate,RPG,4 years,Challenging
4207,Advanced,Strategy,4 years,Moderate
4208,Beginner,FPS,6 months,Easy
4209,Beginner,Sports,5 years,Moderate
4210,Intermediate,Puzzle,1 year,Easy
4211,Beginner,FPS,2.5 years,Easy
4212,Advanced,Sports,2.5 years,Difficult
4213,Advanced,Racing,6 months,Challenging
4214,Advanced,Simulation,2.5 years,Easy
4215,Beginner,Strategy,1 year,Challenging
4216,Advanced,RPG,2.5 years,Difficult
4217,Beginner,Racing,1.5 years,Moderate
4218,Advanced,Puzzle,5 years,Challenging
4219,Beginner,FPS,6 months,Easy
4220,Intermediate,Simulation,6 months,Challenging
4221,Advanced,Platformer,5 years,Challenging
4222,Intermediate,Simulation,1.5 years,Easy
4223,Advanced,Platformer,3 years,Difficult
4224,Beginner,Racing,6 months,Moderate
4225,Advanced,RPG,5 years,Moderate
4226,Beginner,RPG,2.5 years,Moderate
4227,Beginner,FPS,3 years,Challenging
4228,Beginner,Platformer,4 years,Difficult
4229,Advanced,Platformer,6 months,Challenging
4230,Beginner,RPG,2.5 years,Difficult
4231,Advanced,Simulation,2 years,Easy
4232,Intermediate,Platformer,5 years,Difficult
4233,Beginner,Platformer,2.5 years,Challenging
4234,Beginner,Adventure,1 year,Challenging
4235,Intermediate,Strategy,1.5 years,Challenging
4236,Intermediate,Strategy,4 years,Challenging
4237,Intermediate,FPS,5 years,Difficult
4238,Beginner,Adventure,1 year,Easy
4239,Intermediate,Platformer,5 years,Easy
4240,Advanced,Adventure,2.5 years,Difficult
4241,Intermediate,Sports,6 months,Moderate
4242,Beginner,RPG,3 years,Easy
4243,Advanced,Puzzle,2 years,Easy
4244,Beginner,Puzzle,3 years,Difficult
4245,Beginner,RPG,2.5 years,Challenging
4246,Beginner,Racing,1 year,Challenging
4247,Intermediate,Adventure,2.5 years,Easy
4248,Advanced,Simulation,4 years,Easy
4249,Advanced,Racing,2.5 years,Difficult
4250,Beginner,RPG,3 years,Moderate
4251,Beginner,Adventure,3 years,Easy
4252,Advanced,RPG,5 years,Moderate
4253,Intermediate,Platformer,1 year,Easy
4254,Advanced,Racing,4 years,Easy
4255,Intermediate,Sports,3 years,Easy
4256,Intermediate,Strategy,2.5 years,Easy
4257,Beginner,Puzzle,1 year,Difficult
4258,Advanced,Racing,3 years,Difficult
4259,Intermediate,Sports,4 years,Moderate
4260,Beginner,Sports,4 years,Easy
4261,Beginner,Simulation,5 years,Easy
4262,Intermediate,RPG,2.5 years,Challenging
4263,Beginner,Platformer,2 years,Difficult
4264,Intermediate,FPS,3 years,Challenging
4265,Intermediate,RPG,1.5 years,Easy
4266,Advanced,Platformer,1.5 years,Difficult
4267,Beginner,RPG,1 year,Easy
4268,Advanced,Strategy,2.5 years,Difficult
4269,Beginner,Puzzle,4 years,Easy
4270,Intermediate,Racing,4 years,Moderate
4271,Intermediate,Adventure,3 years,Moderate
4272,Intermediate,Adventure,2 years,Easy
4273,Advanced,Adventure,2 years,Difficult
4274,Advanced,Adventure,2.5 years,Easy
4275,Beginner,Adventure,4 years,Easy
4276,Beginner,Simulation,2 years,Challenging
4277,Intermediate,Platformer,2 years,Difficult
4278,Intermediate,Platformer,2 years,Challenging
4279,Beginner,Simulation,1.5 years,Challenging
4280,Beginner,Adventure,5 years,Difficult
4281,Advanced,RPG,2 years,Moderate
4282,Intermediate,FPS,2 years,Challenging
4283,Intermediate,Sports,3 years,Difficult
4284,Advanced,RPG,2.5 years,Challenging
4285,Advanced,Sports,1 year,Challenging
4286,Intermediate,Sports,1 year,Difficult
4287,Advanced,Puzzle,1 year,Easy
4288,Beginner,Adventure,5 years,Difficult
4289,Beginner,Sports,6 months,Difficult
4290,Intermediate,Strategy,2 years,Moderate
4291,Intermediate,Simulation,6 months,Easy
4292,Advanced,Racing,3 years,Moderate
4293,Advanced,Sports,4 years,Challenging
4294,Advanced,Simulation,5 years,Moderate
4295,Intermediate,Racing,1.5 years,Moderate
4296,Advanced,FPS,6 months,Challenging
4297,Beginner,Puzzle,3 years,Easy
4298,Advanced,Adventure,2.5 years,Easy
4299,Beginner,Platformer,2 years,Challenging
4300,Beginner,Platformer,3 years,Challenging
4301,Beginner,Puzzle,1.5 years,Challenging
4302,Intermediate,Adventure,6 months,Difficult
4303,Advanced,Platformer,2 years,Easy
4304,Intermediate,Racing,2 years,Moderate
4305,Advanced,Puzzle,1.5 years,Challenging
4306,Intermediate,FPS,1 year,Moderate
4307,Intermediate,RPG,1.5 years,Challenging
4308,Intermediate,RPG,3 years,Difficult
4309,Beginner,Platformer,1.5 years,Easy
4310,Advanced,RPG,2 years,Difficult
4311,Intermediate,RPG,4 years,Easy
4312,Intermediate,FPS,2 years,Easy
4313,Intermediate,Adventure,2.5 years,Easy
4314,Beginner,Strategy,1 year,Challenging
4315,Beginner,Strategy,2 years,Difficult
4316,Beginner,Puzzle,4 years,Difficult
4317,Beginner,Strategy,1 year,Challenging
4318,Intermediate,Sports,5 years,Moderate
4319,Intermediate,Puzzle,1 year,Easy
4320,Beginner,Adventure,1.5 years,Moderate
4321,Advanced,Strategy,6 months,Easy
4322,Beginner,Racing,2 years,Moderate
4323,Beginner,Sports,1 year,Easy
4324,Advanced,Racing,2.5 years,Moderate
4325,Advanced,Sports,1 year,Easy
4326,Advanced,Simulation,5 years,Moderate
4327,Advanced,Strategy,1.5 years,Easy
4328,Advanced,RPG,5 years,Moderate
4329,Beginner,Racing,1.5 years,Moderate
4330,Beginner,RPG,1 year,Moderate
4331,Beginner,FPS,4 years,Challenging
4332,Beginner,FPS,1.5 years,Moderate
4333,Beginner,Simulation,3 years,Difficult
4334,Advanced,Puzzle,4 years,Challenging
4335,Advanced,Sports,6 months,Challenging
4336,Intermediate,Simulation,2 years,Difficult
4337,Intermediate,Platformer,3 years,Challenging
4338,Beginner,Strategy,2 years,Moderate
4339,Intermediate,Strategy,6 months,Challenging
4340,Intermediate,Puzzle,5 years,Easy
4341,Beginner,Simulation,2 years,Difficult
4342,Intermediate,Racing,2 years,Moderate
4343,Intermediate,Sports,1 year,Moderate
4344,Advanced,Adventure,1 year,Difficult
4345,Advanced,Platformer,1 year,Moderate
4346,Beginner,Racing,2 years,Easy
4347,Intermediate,Adventure,4 years,Difficult
4348,Beginner,RPG,5 years,Difficult
4349,Beginner,Strategy,2.5 years,Challenging
4350,Beginner,Puzzle,1.5 years,Easy
4351,Beginner,Simulation,4 years,Challenging
4352,Advanced,Puzzle,2.5 years,Difficult
4353,Advanced,FPS,6 months,Challenging
4354,Intermediate,Simulation,4 years,Challenging
4355,Beginner,Strategy,4 years,Challenging
4356,Advanced,RPG,1.5 years,Challenging
4357,Beginner,Strategy,5 years,Difficult
4358,Intermediate,Racing,5 years,Moderate
4359,Intermediate,Puzzle,6 months,Moderate
4360,Intermediate,RPG,2.5 years,Difficult
4361,Advanced,Racing,2.5 years,Difficult
4362,Advanced,Puzzle,3 years,Difficult
4363,Intermediate,Puzzle,6 months,Easy
4364,Intermediate,Puzzle,1.5 years,Challenging
4365,Beginner,RPG,6 months,Easy
4366,Advanced,Puzzle,1.5 years,Moderate
4367,Beginner,Puzzle,3 years,Difficult
4368,Advanced,Racing,3 years,Moderate
4369,Beginner,Simulation,6 months,Moderate
4370,Beginner,Puzzle,5 years,Easy
4371,Advanced,Racing,2.5 years,Difficult
4372,Advanced,Puzzle,3 years,Easy
4373,Advanced,Puzzle,3 years,Challenging
4374,Advanced,Strategy,5 years,Difficult
4375,Advanced,Sports,1 year,Easy
4376,Intermediate,Racing,5 years,Moderate
4377,Intermediate,Adventure,5 years,Easy
4378,Intermediate,Racing,2.5 years,Challenging
4379,Beginner,Puzzle,3 years,Moderate
4380,Intermediate,Strategy,2 years,Easy
4381,Beginner,Strategy,2.5 years,Easy
4382,Advanced,RPG,1.5 years,Easy
4383,Advanced,FPS,1.5 years,Moderate
4384,Intermediate,RPG,3 years,Challenging
4385,Advanced,RPG,1.5 years,Difficult
4386,Advanced,FPS,5 years,Easy
4387,Intermediate,Sports,4 years,Challenging
4388,Intermediate,FPS,1.5 years,Challenging
4389,Advanced,Sports,3 years,Difficult
4390,Intermediate,Adventure,2 years,Difficult
4391,Advanced,Sports,5 years,Difficult
4392,Beginner,Puzzle,4 years,Moderate
4393,Intermediate,FPS,4 years,Easy
4394,Intermediate,Simulation,1.5 years,Challenging
4395,Beginner,Strategy,6 months,Challenging
4396,Beginner,Racing,1 year,Challenging
4397,Intermediate,Sports,4 years,Challenging
4398,Intermediate,RPG,4 years,Challenging
4399,Advanced,Puzzle,1 year,Easy
4400,Beginner,Adventure,2 years,Moderate
4401,Advanced,FPS,1.5 years,Challenging
4402,Intermediate,Adventure,4 years,Moderate
4403,Beginner,Sports,1 year,Difficult
4404,Beginner,Sports,1 year,Difficult
4405,Advanced,Racing,2 years,Moderate
4406,Beginner,RPG,1.5 years,Challenging
4407,Advanced,Sports,4 years,Moderate
4408,Advanced,Sports,3 years,Moderate
4409,Intermediate,Puzzle,4 years,Easy
4410,Advanced,Simulation,1 year,Challenging
4411,Intermediate,Platformer,2 years,Challenging
4412,Advanced,Sports,2.5 years,Moderate
4413,Intermediate,Adventure,2.5 years,Moderate
4414,Intermediate,Racing,2 years,Challenging
4415,Intermediate,Racing,2.5 years,Challenging
4416,Beginner,Adventure,5 years,Easy
4417,Intermediate,RPG,5 years,Moderate
4418,Intermediate,Sports,2 years,Challenging
4419,Beginner,Racing,2.5 years,Moderate
4420,Beginner,Puzzle,1 year,Challenging
4421,Intermediate,RPG,2.5 years,Challenging
4422,Advanced,FPS,1 year,Challenging
4423,Intermediate,Sports,2 years,Moderate
4424,Intermediate,Strategy,3 years,Easy
4425,Beginner,Racing,5 years,Moderate
4426,Advanced,Sports,2.5 years,Easy
4427,Intermediate,Strategy,5 years,Challenging
4428,Advanced,Racing,1.5 years,Difficult
4429,Advanced,Sports,2 years,Difficult
4430,Beginner,Puzzle,5 years,Easy
4431,Advanced,Simulation,6 months,Challenging
4432,Beginner,Puzzle,4 years,Easy
4433,Beginner,Simulation,3 years,Moderate
4434,Advanced,Puzzle,4 years,Challenging
4435,Intermediate,Puzzle,2 years,Moderate
4436,Advanced,RPG,6 months,Difficult
4437,Beginner,Strategy,6 months,Challenging
4438,Advanced,Puzzle,6 months,Moderate
4439,Beginner,Racing,1 year,Challenging
4440,Intermediate,Simulation,1.5 years,Easy
4441,Advanced,Sports,3 years,Moderate
4442,Beginner,Racing,1.5 years,Moderate
4443,Advanced,Puzzle,4 years,Difficult
4444,Advanced,Simulation,3 years,Difficult
4445,Advanced,Racing,2.5 years,Difficult
4446,Advanced,Adventure,1 year,Difficult
4447,Beginner,Platformer,5 years,Moderate
4448,Beginner,Simulation,1 year,Moderate
4449,Beginner,Adventure,2.5 years,Easy
4450,Advanced,Racing,2.5 years,Difficult
4451,Intermediate,Sports,1.5 years,Easy
4452,Intermediate,Puzzle,2 years,Easy
4453,Beginner,Racing,2 years,Challenging
4454,Intermediate,Racing,5 years,Easy
4455,Intermediate,FPS,5 years,Challenging
4456,Beginner,Simulation,2.5 years,Difficult
4457,Intermediate,Simulation,1.5 years,Difficult
4458,Intermediate,Racing,1.5 years,Challenging
4459,Advanced,Sports,2 years,Difficult
4460,Advanced,RPG,4 years,Challenging
4461,Beginner,Simulation,4 years,Moderate
4462,Intermediate,Simulation,2.5 years,Difficult
4463,Intermediate,Platformer,1 year,Moderate
4464,Intermediate,Puzzle,5 years,Easy
4465,Advanced,RPG,4 years,Challenging
4466,Advanced,Racing,3 years,Difficult
4467,Beginner,Racing,6 months,Easy
4468,Beginner,Adventure,2.5 years,Moderate
4469,Beginner,Simulation,1 year,Challenging
4470,Advanced,Simulation,3 years,Challenging
4471,Beginner,Strategy,6 months,Moderate
4472,Advanced,Adventure,3 years,Challenging
4473,Intermediate,Platformer,3 years,Difficult
4474,Beginner,Strategy,5 years,Challenging
4475,Advanced,Platformer,2.5 years,Easy
4476,Intermediate,FPS,1 year,Difficult
4477,Intermediate,RPG,4 years,Moderate
4478,Advanced,Simulation,5 years,Moderate
4479,Beginner,RPG,2.5 years,Challenging
4480,Beginner,Puzzle,2.5 years,Challenging
4481,Advanced,Adventure,1 year,Easy
4482,Advanced,Puzzle,1.5 years,Moderate
4483,Intermediate,Racing,1 year,Easy
4484,Intermediate,Platformer,3 years,Easy
4485,Beginner,Racing,4 years,Challenging
4486,Beginner,Racing,2 years,Difficult
4487,Intermediate,Adventure,1.5 years,Easy
4488,Beginner,Strategy,6 months,Difficult
4489,Beginner,Simulation,2.5 years,Difficult
